,Date,symbol,open,high,low,close,trades,volume,vwap,lastSize,turnover,homeNotional,foreignNotional
56,2015-11-21 00:00:00+00:00,XBTUSD,326.65,327.37,309.99,322.09,2360,1878107,320.236,483,601436914050,6014.369140500005,1926200.5315714343
57,2015-11-22 00:00:00+00:00,XBTUSD,322.09,330.62,319.67,328.24,1135,1113793,325.745,3500,362812064990,3628.1206499000004,1181929.0315607318
58,2015-11-23 00:00:00+00:00,XBTUSD,328.24,328.6,319.81,324.92,938,912601,324.242,100,295903555180,2959.0355517999983,959469.8059849952
59,2015-11-24 00:00:00+00:00,XBTUSD,324.92,331.94,320.96,323.81,1317,803797,323.774,15,260248386020,2602.483860199999,842622.8795889649
60,2015-11-25 00:00:00+00:00,XBTUSD,323.81,323.76,315.79,319.8,1517,927965,320.995,5968,297871899820,2978.7189981999963,956176.0199322597
61,2015-11-26 00:00:00+00:00,XBTUSD,319.8,334.49,315.84,329.42,2020,1220511,324.438,16,395980528790,3959.805287899998,1284949.39054893
62,2015-11-27 00:00:00+00:00,XBTUSD,329.42,372.42,329.25,354.2,4410,3054060,348.706,3655,1064970199370,10649.70199369999,3716137.1833632574
63,2015-11-28 00:00:00+00:00,XBTUSD,354.2,367.4,350.0,361.7,3817,2415770,360.221,560,870210514130,8702.105141299997,3135025.2073193802
64,2015-11-29 00:00:00+00:00,XBTUSD,361.7,362.29,350.0,359.72,2750,1678983,356.207,1769,598066194680,5980.661946799989,2130438.3351791985
65,2015-11-30 00:00:00+00:00,XBTUSD,359.72,382.74,355.1,379.5,2373,1407040,367.912,10,517667059270,5176.670592700001,1905224.4198820419
66,2015-12-01 00:00:00+00:00,XBTUSD,379.5,388.5,373.32,381.43,4803,2619821,380.431,17,996660721090,9966.607210899983,3791815.7504543914
67,2015-12-02 00:00:00+00:00,XBTUSD,381.43,384.75,347.03,364.1,3504,2092391,365.845,24,765490957800,7654.909578000021,2801793.164190949
68,2015-12-03 00:00:00+00:00,XBTUSD,364.1,367.18,346.67,359.96,2923,1896192,356.319,3548,675649350480,6756.49350479999,2407982.886743631
69,2015-12-04 00:00:00+00:00,XBTUSD,359.96,372.7,355.0,362.32,2656,1909147,363.11,27,693230669710,6932.30669709999,2517420.6984010288
70,2015-12-05 00:00:00+00:00,XBTUSD,362.32,365.38,353.21,364.2,1674,1174333,359.419,1,422077976890,4220.7797689,1517127.3293010376
71,2015-12-06 00:00:00+00:00,XBTUSD,364.2,395.0,363.35,394.0,2848,1884756,379.072,10,714458055040,7144.580550400009,2709594.490544054
72,2015-12-07 00:00:00+00:00,XBTUSD,394.0,407.51,387.0,390.04,3651,1995480,396.534,902,791275074660,7912.75074659999,3138001.1726382365
73,2015-12-08 00:00:00+00:00,XBTUSD,390.04,405.62,384.0,396.7,2887,1632998,396.535,4414,647540186170,6475.401861699995,2568066.6475609145
74,2015-12-09 00:00:00+00:00,XBTUSD,396.7,425.15,390.0,423.0,2125,1589423,403.232,1000,640905456290,6409.054562899992,2585690.2862038673
75,2015-12-10 00:00:00+00:00,XBTUSD,423.0,428.7,407.5,422.14,4277,3017529,420.04,29,1267484318650,12674.8431865,5324334.186047933
76,2015-12-11 00:00:00+00:00,XBTUSD,422.14,424.99,411.16,416.22,2702,1725214,417.913,388,720989729590,7209.897295900018,3013240.4095127
77,2015-12-12 00:00:00+00:00,XBTUSD,416.22,463.78,416.64,460.0,7412,5284695,441.197,1020,2331592240680,23315.922406799997,10293252.46799699
78,2015-12-13 00:00:00+00:00,XBTUSD,460.0,482.76,418.27,440.34,7939,5297714,445.591,1908,2360612877630,23606.128776300015,10535925.917414952
79,2015-12-14 00:00:00+00:00,XBTUSD,440.34,449.8,419.99,437.5,4297,2447010,438.985,5,1074199828970,10741.99828969998,4716282.648645261
80,2015-12-15 00:00:00+00:00,XBTUSD,437.5,453.5,432.48,448.89,3209,2231778,445.887,222,995120520470,9951.20520470002,4437451.741733685
81,2015-12-16 00:00:00+00:00,XBTUSD,448.89,471.0,447.48,469.98,4956,3419075,459.429,1000,1570820624520,15708.206245200012,7218021.928094246
82,2015-12-17 00:00:00+00:00,XBTUSD,469.98,470.08,404.0,458.04,4348,4154136,455.59,941,1892581586180,18925.815861799976,8626303.694506677
83,2015-12-18 00:00:00+00:00,XBTUSD,458.04,459.76,446.17,456.36,2024,1152674,454.388,2768,523761601560,5237.616015599998,2380020.9544253103
84,2015-12-19 00:00:00+00:00,XBTUSD,456.36,468.33,443.05,464.96,2854,1493527,460.327,2,687511126590,6875.111265899993,3165032.2008759864
85,2015-12-20 00:00:00+00:00,XBTUSD,464.96,467.5,451.37,461.6,2303,1481469,461.637,500,683900207060,6839.002070599998,3157312.932508692
86,2015-12-21 00:00:00+00:00,XBTUSD,461.6,462.81,429.24,443.29,4398,2584113,445.541,990,1151327928120,11513.279281199983,5131680.678321688
87,2015-12-22 00:00:00+00:00,XBTUSD,443.29,446.0,423.7,439.31,3628,2103651,436.475,475,918191016860,9181.9101686,4008079.527867993
88,2015-12-23 00:00:00+00:00,XBTUSD,439.31,443.39,433.47,436.56,1821,829379,438.844,1252,363967832390,3639.6783238999956,1597287.7826125643
89,2015-12-24 00:00:00+00:00,XBTUSD,436.56,446.0,435.57,445.26,1487,560732,441.609,45,247624471140,2476.244711400004,1093563.950196933
90,2015-12-25 00:00:00+00:00,XBTUSD,445.26,459.31,439.49,457.33,1839,1020329,454.414,828,463651744090,4636.517440899984,2107021.2627771073
91,2015-12-26 00:00:00+00:00,XBTUSD,457.33,461.56,448.48,455.44,1396,612453,455.222,78,278801975180,2788.0197518000023,1269234.5419034888
92,2015-12-27 00:00:00+00:00,XBTUSD,455.44,458.45,402.86,416.76,5382,2993927,426.961,1978,1278290380650,12782.903806500015,5463697.062533417
93,2015-12-28 00:00:00+00:00,XBTUSD,416.76,433.95,407.83,426.82,2952,1267415,419.204,1000,531305191600,5313.0519159999985,2227625.9964966853
94,2015-12-29 00:00:00+00:00,XBTUSD,426.82,432.67,417.87,422.5,3142,1865178,425.877,50,794335922260,7943.3592226,3383093.248966328
95,2015-12-30 00:00:00+00:00,XBTUSD,422.5,434.97,418.26,434.0,2076,1033533,426.481,456,440782675540,4407.826755399998,1880071.4880595224
96,2015-12-31 00:00:00+00:00,XBTUSD,434.0,434.47,419.97,424.0,1021,841044,429.008,100,360815014180,3608.1501417999916,1548082.3723371325
97,2016-01-01 00:00:00+00:00,XBTUSD,424.0,434.23,415.99,430.76,1125,1072844,422.948,100,453756796750,4537.5679675,1919335.1795915617
98,2016-01-02 00:00:00+00:00,XBTUSD,430.76,436.7,426.37,435.99,757,478071,433.136,1000,207069824470,2070.6982446999987,896909.4131980954
99,2016-01-03 00:00:00+00:00,XBTUSD,435.99,438.0,429.25,435.0,695,729519,433.034,1000,315906801130,3159.0680113,1368007.4810206844
100,2016-01-04 00:00:00+00:00,XBTUSD,435.0,435.4,422.14,429.79,1133,1218222,428.887,2000,522479656040,5224.796560399995,2240950.7837596936
101,2016-01-05 00:00:00+00:00,XBTUSD,429.79,436.44,427.5,432.3,848,798056,432.409,962,345086743680,3450.8674367999974,1492213.2883707131
102,2016-01-06 00:00:00+00:00,XBTUSD,432.3,434.97,429.0,432.57,873,480736,432.003,20,207679211060,2076.7921106000044,897187.2787212512
103,2016-01-07 00:00:00+00:00,XBTUSD,432.57,432.2,425.01,428.72,699,555455,429.737,5570,238699638990,2386.9963898999954,1025788.7588435955
104,2016-01-08 00:00:00+00:00,XBTUSD,428.72,464.04,426.12,461.02,4200,3420928,450.907,14,1542521866970,15425.218669700025,6958439.827268367
105,2016-01-09 00:00:00+00:00,XBTUSD,461.02,469.49,445.42,453.53,4139,2973447,455.951,673,1355744784140,13557.447841399966,6182144.733827109
106,2016-01-10 00:00:00+00:00,XBTUSD,453.53,454.81,444.86,450.0,2572,1608658,450.33,44,724427688240,7244.276882400004,3262375.147905932
107,2016-01-11 00:00:00+00:00,XBTUSD,450.0,450.75,439.01,450.5,2367,1316820,445.423,83,586541805570,5865.418055699999,2612667.2294169795
108,2016-01-12 00:00:00+00:00,XBTUSD,450.5,454.89,445.28,450.43,2429,2075229,449.305,282,932411283090,9324.112830900016,4189531.886570512
109,2016-01-13 00:00:00+00:00,XBTUSD,450.43,453.35,430.0,431.45,2079,1762340,445.802,128,785655277220,7856.552772200009,3502688.229432949
110,2016-01-14 00:00:00+00:00,XBTUSD,431.45,438.01,420.48,429.94,2919,2324192,429.527,31,998302328670,9983.023286700023,4288185.103261191
111,2016-01-15 00:00:00+00:00,XBTUSD,429.94,432.92,425.76,427.87,1411,651926,428.988,200,279668336930,2796.683369299997,1199753.9266689396
112,2016-01-16 00:00:00+00:00,XBTUSD,427.87,428.31,360.0,360.0,3975,2562104,392.037,208,1004439051470,10044.390514700035,3945860.371380308
113,2016-01-17 00:00:00+00:00,XBTUSD,360.0,391.44,350.83,388.6,4332,2530911,372.05,3000,941625152040,9416.251520400016,3504883.2656298126
114,2016-01-18 00:00:00+00:00,XBTUSD,388.6,392.62,377.33,380.0,2694,1923597,383.981,2346,738625391960,7386.253919599975,2836332.3405789034
115,2016-01-19 00:00:00+00:00,XBTUSD,380.0,389.1,373.16,384.53,1898,1207683,382.637,3875,462103952810,4621.039528099998,1768311.8051329602
116,2016-01-20 00:00:00+00:00,XBTUSD,384.53,387.9,375.99,376.74,1784,1139997,381.396,90,434790002340,4347.9000234000005,1658367.4804359467
117,2016-01-21 00:00:00+00:00,XBTUSD,376.74,428.0,372.99,421.44,4600,2780268,405.93,5,1128595460210,11285.95460210001,4587640.146208714
118,2016-01-22 00:00:00+00:00,XBTUSD,421.44,424.73,404.2,411.76,2986,1709469,414.219,1922,708094254820,7080.942548199989,2933408.2625735686
119,2016-01-23 00:00:00+00:00,XBTUSD,411.76,412.26,368.01,381.8,4083,3898698,391.892,1,1527868952880,15278.689528799983,5992450.4805297805
120,2016-01-24 00:00:00+00:00,XBTUSD,381.8,396.5,380.58,387.01,2597,2642327,389.129,4000,1028206474280,10282.064742799983,4001172.2294071224
121,2016-01-25 00:00:00+00:00,XBTUSD,387.01,408.79,386.21,403.67,2373,1659215,400.297,5618,664179397540,6641.793975400009,2659083.479236198
122,2016-01-26 00:00:00+00:00,XBTUSD,403.67,404.51,388.17,389.0,2284,2331402,396.4,1,924166739410,9241.667394100034,3663659.126226509
123,2016-01-27 00:00:00+00:00,XBTUSD,389.0,397.01,386.98,391.55,1780,1281634,392.976,50,503651065550,5036.510655499995,1979280.229958262
124,2016-01-28 00:00:00+00:00,XBTUSD,391.55,397.92,391.31,395.63,773,340083,394.599,450,134196497640,1341.9649764,529543.7866162057
125,2016-01-29 00:00:00+00:00,XBTUSD,395.63,394.94,375.42,380.0,1669,1200822,382.633,1000,459473870220,4594.7387021999975,1758169.4374340584
126,2016-01-30 00:00:00+00:00,XBTUSD,380.0,385.58,361.0,377.35,3400,2298885,374.457,100,860833427880,8608.334278799999,3224420.709334211
127,2016-01-31 00:00:00+00:00,XBTUSD,377.35,383.43,373.0,376.95,1229,964099,376.945,1,363412704340,3634.127043399998,1369891.795385394
128,2016-02-01 00:00:00+00:00,XBTUSD,376.95,379.0,360.01,364.99,1458,711509,370.972,284,263949952580,2639.4995257999985,979338.1229052682
129,2016-02-02 00:00:00+00:00,XBTUSD,364.99,378.56,364.99,371.62,2167,1783415,373.498,294,666101199950,6661.0119995000105,2488054.177909431
130,2016-02-03 00:00:00+00:00,XBTUSD,371.62,376.13,369.99,372.69,1102,637209,373.029,5400,237697249600,2376.9724960000003,886688.8993847768
131,2016-02-04 00:00:00+00:00,XBTUSD,372.69,373.9,365.71,369.78,1871,1088239,371.178,200,403930381710,4039.3038171,1499326.7365922215
132,2016-02-05 00:00:00+00:00,XBTUSD,369.78,395.0,369.31,389.49,2193,1487389,379.887,111,565039489310,5650.394893099998,2147424.987291686
133,2016-02-06 00:00:00+00:00,XBTUSD,389.49,398.98,384.59,385.39,1237,914820,388.136,10,355074184460,3550.7418446000092,1378194.7519080767
134,2016-02-07 00:00:00+00:00,XBTUSD,385.39,386.18,371.0,374.3,1332,1488034,377.168,1500,561239064490,5612.390644900007,2116960.7195285033
135,2016-02-08 00:00:00+00:00,XBTUSD,374.3,380.29,373.01,375.74,597,497376,376.078,90,187052036450,1870.5203644999992,703473.6399567385
136,2016-02-09 00:00:00+00:00,XBTUSD,375.74,381.44,370.89,371.86,931,1034043,376.885,6000,389714888300,3897.1488829999967,1468812.055716531
137,2016-02-10 00:00:00+00:00,XBTUSD,371.86,377.8,371.15,375.55,317,184439,373.893,266,68960374220,689.6037421999998,257845.02244619376
138,2016-02-11 00:00:00+00:00,XBTUSD,375.55,385.93,374.82,381.39,479,347574,380.392,6000,132214213010,1322.1421301000003,502951.65585243114
139,2016-02-12 00:00:00+00:00,XBTUSD,381.39,383.0,374.0,378.2,714,482977,378.531,2000,182821929550,1828.2192954999869,692063.8370645732
140,2016-02-13 00:00:00+00:00,XBTUSD,378.2,384.56,377.47,382.22,571,716688,381.11,1000,273136698570,2731.3669857000045,1040964.2696234795
141,2016-02-14 00:00:00+00:00,XBTUSD,382.22,395.0,382.11,394.85,1006,924733,389.342,228,360037315590,3600.373155900002,1401845.1403086237
142,2016-02-15 00:00:00+00:00,XBTUSD,394.85,409.4,394.33,408.92,1501,1162021,399.878,975,464666515320,4646.6651532000005,1858267.8781981212
143,2016-02-16 00:00:00+00:00,XBTUSD,408.92,413.99,392.0,399.17,1497,1986806,402.08,110,798855644920,7988.556449199998,3212410.8421210763
144,2016-02-17 00:00:00+00:00,XBTUSD,399.17,410.0,397.17,406.6,1048,1735067,403.332,202,699808653600,6998.0865360000125,2822638.7922678716
145,2016-02-18 00:00:00+00:00,XBTUSD,406.6,422.2,403.57,414.99,1240,1568296,415.082,4036,650971842400,6509.718423999994,2702258.243575422
146,2016-02-19 00:00:00+00:00,XBTUSD,414.99,426.11,414.5,420.77,1124,1050982,420.376,4000,441807254800,4418.072547999994,1857315.6268707316
147,2016-02-20 00:00:00+00:00,XBTUSD,420.77,422.19,412.0,419.71,862,843415,418.665,986,353108392580,3531.0839258000033,1478374.7269143062
148,2016-02-21 00:00:00+00:00,XBTUSD,419.71,447.0,420.33,438.98,2685,2922733,436.492,20,1275749026860,12757.490268600006,5569766.932023235
149,2016-02-22 00:00:00+00:00,XBTUSD,438.98,451.61,427.5,439.87,2354,2183112,440.421,1,961489347800,9614.893478000002,4235298.714759912
150,2016-02-23 00:00:00+00:00,XBTUSD,439.87,442.23,430.35,439.19,1720,862594,437.303,1,377215308440,3772.1530843999994,1649617.111852138
151,2016-02-24 00:00:00+00:00,XBTUSD,439.19,442.23,413.57,420.07,1977,1412797,424.556,50,599811671280,5998.116712799993,2547397.7578799734
152,2016-02-25 00:00:00+00:00,XBTUSD,420.07,426.83,410.65,424.52,1326,786934,421.502,59,331694218590,3316.9421859000017,1398189.8546864933
153,2016-02-26 00:00:00+00:00,XBTUSD,424.52,431.11,418.8,424.46,884,1013217,424.317,3930,429925298910,4299.252989099996,1824359.3686883713
154,2016-02-27 00:00:00+00:00,XBTUSD,424.46,434.33,418.45,434.02,930,757074,425.452,250,322098472110,3220.9847210999856,1370446.6820777569
155,2016-02-28 00:00:00+00:00,XBTUSD,434.02,436.1,429.7,432.04,705,660402,432.789,24,285814802700,2858.1480269999993,1236991.7753762596
156,2016-02-29 00:00:00+00:00,XBTUSD,432.04,436.0,423.18,433.99,1355,736904,428.994,333,316127554580,3161.2755457999956,1356268.6114602003
157,2016-03-01 00:00:00+00:00,XBTUSD,433.99,442.79,431.52,435.96,1229,877171,437.179,49,383480841440,3834.808414399994,1676523.4199505665
158,2016-03-02 00:00:00+00:00,XBTUSD,435.96,440.38,424.5,433.55,877,718888,433.702,5000,311783440590,3117.834405899999,1352291.5269229496
159,2016-03-03 00:00:00+00:00,XBTUSD,433.55,435.53,421.92,423.8,738,584575,428.809,406,250670887080,2506.7088708000006,1074964.2085340081
160,2016-03-04 00:00:00+00:00,XBTUSD,423.8,424.01,417.8,419.99,617,652635,420.924,263,274709678710,2747.0967871,1156333.0481754995
161,2016-03-05 00:00:00+00:00,XBTUSD,419.99,423.33,407.35,408.68,673,734758,416.348,1500,305914747450,3059.1474744999978,1273805.45583858
162,2016-03-06 00:00:00+00:00,XBTUSD,408.68,410.03,390.08,398.01,1008,1053709,401.928,400,423515173050,4235.151730499994,1702480.1133494808
163,2016-03-07 00:00:00+00:00,XBTUSD,398.01,410.38,392.76,404.08,1418,507708,403.19,5,204702591530,2047.0259153000102,825460.0988561986
164,2016-03-08 00:00:00+00:00,XBTUSD,404.08,414.58,402.28,412.92,707,550935,409.764,500,225753282010,2257.532820100002,925097.7849644576
165,2016-03-09 00:00:00+00:00,XBTUSD,412.92,415.24,409.02,412.49,297,260292,412.009,1,107242759780,1072.4275978000007,441856.3339946936
166,2016-03-10 00:00:00+00:00,XBTUSD,412.49,414.15,408.1,413.64,497,218286,411.124,1111,89742661470,897.4266147,368957.8576601466
167,2016-03-11 00:00:00+00:00,XBTUSD,413.64,418.08,411.06,418.03,226,316241,414.499,2000,131081611420,1310.8161142,543348.4793235544
168,2016-03-12 00:00:00+00:00,XBTUSD,418.03,423.48,416.61,421.87,424,648801,420.517,5238,272831726100,2728.3172610000006,1147317.67151652
169,2016-03-13 00:00:00+00:00,XBTUSD,421.87,421.96,407.23,411.4,451,878204,413.89,476,363479773140,3634.7977314000022,1504521.353690029
170,2016-03-14 00:00:00+00:00,XBTUSD,411.4,416.17,411.17,412.58,212,147641,413.534,600,61054574600,610.5457459999994,252484.32237167357
171,2016-03-15 00:00:00+00:00,XBTUSD,412.58,416.01,412.58,415.68,168,153706,414.488,200,63709245920,637.0924592,264067.64872340194
172,2016-03-16 00:00:00+00:00,XBTUSD,415.68,418.05,413.25,415.53,185,168834,415.9,10,70218059740,702.1805974,292038.0086395819
173,2016-03-17 00:00:00+00:00,XBTUSD,415.53,417.73,413.47,416.86,145,118770,415.764,232,49380299600,493.80299599999984,205306.360376688
174,2016-03-18 00:00:00+00:00,XBTUSD,416.86,419.46,417.0,419.2,121,124519,418.561,500,52118840410,521.1884040999997,218149.59887513504
175,2016-03-19 00:00:00+00:00,XBTUSD,419.2,418.6,402.49,408.68,379,406058,410.677,25,166758705740,1667.5870573999991,684915.2096293721
176,2016-03-20 00:00:00+00:00,XBTUSD,408.68,409.81,403.68,409.25,302,316965,407.122,100,129043426960,1290.4342696000017,525369.7503932917
177,2016-03-21 00:00:00+00:00,XBTUSD,409.25,412.55,406.81,412.24,288,258957,410.31,600,106252600020,1062.5260002000002,435967.7084746078
178,2016-03-22 00:00:00+00:00,XBTUSD,412.24,412.25,407.53,412.25,237,239995,409.303,771,98230705900,982.3070589999995,402064.5431764078
179,2016-03-23 00:00:00+00:00,XBTUSD,412.25,417.77,411.18,416.99,240,233530,415.247,1000,96972612560,969.7261256000002,402679.413369562
180,2016-03-24 00:00:00+00:00,XBTUSD,416.99,419.0,414.55,416.57,259,440562,416.647,50,183558935040,1835.5893503999994,764797.08227048
181,2016-03-25 00:00:00+00:00,XBTUSD,416.57,418.36,412.41,415.67,224,375917,415.168,7000,156068782200,1560.687821999999,647954.3951394961
